student_id,course_id,grade,semester
ST0235,CS033,B,1
ST0235,CS031,B,6
ST0235,CS007,B,3
ST0235,CS010,B,1
ST0235,CS037,A,5
ST0235,CS048,A,4
ST0235,CS002,A,4
ST0235,CS029,B,7
ST0235,CS012,B,1
ST0235,CS019,A,6
ST0235,CS021,B,1
ST0235,CS035,B,2
ST0235,CS000,A,1
ST0236,CS044,A,2
ST0236,CS002,B,7
ST0236,CS043,B,7
ST0236,CS010,B,8
ST0236,CS046,A,6
ST0236,CS023,A,3
ST0236,CS026,B,8
ST0236,CS037,A,1
ST0236,CS011,B,2
ST0236,CS018,A,2
ST0236,CS004,B,6
ST0236,CS022,A,7
ST0236,CS038,A,7
ST0236,CS014,A,5
ST0236,CS034,A,8
ST0236,CS015,B,5
ST0236,CS030,A,1
ST0236,CS000,A,7
ST0237,CS006,A,1
ST0237,CS040,B,6
ST0237,CS024,B,3
ST0237,CS008,A,2
ST0237,CS044,A,8
ST0237,CS022,A,2
ST0237,CS011,A,8
ST0237,CS019,B,6
ST0237,CS018,B,4
ST0237,CS033,A,7
ST0237,CS023,B,2
ST0237,CS039,A,1
ST0237,CS049,B,1
ST0237,CS009,B,3
ST0237,CS003,B,3
ST0237,CS036,B,6
ST0237,CS026,A,2
ST0237,CS004,B,3
ST0238,CS034,A,6
ST0238,CS015,A,2
ST0238,CS038,B,4
ST0238,CS012,B,6
ST0238,CS036,B,4
ST0238,CS016,B,8
ST0238,CS028,B,8
ST0238,CS001,B,4
ST0238,CS045,B,2
ST0238,CS007,B,3
ST0238,CS014,B,7
ST0238,CS023,A,1
ST0238,CS005,B,3
ST0238,CS026,B,4
ST0238,CS003,B,6
ST0238,CS000,B,1
ST0238,CS032,B,3
ST0239,CS013,B,4
ST0239,CS019,A,7
ST0239,CS033,A,6
ST0239,CS020,B,1
ST0239,CS045,A,5
ST0239,CS026,A,4
ST0239,CS025,B,1
ST0239,CS031,B,4
ST0239,CS047,A,6
ST0240,CS047,A,4
ST0240,CS002,A,2
ST0240,CS023,A,3
ST0240,CS005,A,4
ST0240,CS024,A,6
ST0240,CS016,A,6
ST0240,CS045,A,6
ST0240,CS008,A,5
ST0240,CS021,A,4
ST0240,CS019,A,5
ST0240,CS038,A,3
ST0240,CS030,A,2
ST0240,CS040,A,5
ST0240,CS018,B,6
ST0240,CS004,A,2
ST0240,CS044,A,8
ST0241,CS042,B,4
ST0241,CS037,B,3
ST0241,CS015,A,1
ST0241,CS006,A,6
ST0241,CS007,B,2
ST0241,CS008,B,6
ST0241,CS043,A,1
ST0241,CS002,B,6
ST0241,CS049,B,5
ST0241,CS013,B,4
ST0241,CS014,B,3
ST0241,CS031,B,3
ST0241,CS000,B,3
ST0241,CS027,B,4
ST0241,CS035,B,1
ST0242,CS001,A,6
ST0242,CS005,B,6
ST0242,CS038,B,1
ST0242,CS025,A,6
ST0242,CS029,B,7
ST0242,CS048,B,3
ST0242,CS004,B,6
ST0242,CS019,B,6
ST0242,CS000,B,5
ST0242,CS028,B,2
ST0242,CS006,B,7
ST0242,CS030,A,4
ST0242,CS012,B,6
ST0243,CS024,A,1
ST0243,CS014,A,7
ST0243,CS027,B,1
ST0243,CS036,B,4
ST0243,CS022,A,3
ST0243,CS046,B,7
ST0243,CS016,A,8
ST0243,CS045,B,7
ST0243,CS025,A,4
ST0243,CS043,A,6
ST0243,CS021,B,8
ST0243,CS019,B,4
ST0243,CS020,B,1
ST0243,CS028,B,5
ST0243,CS001,B,8
ST0243,CS011,B,4
ST0243,CS039,A,6
ST0244,CS016,B,4
ST0244,CS049,B,7
ST0244,CS019,B,5
ST0244,CS010,B,2
ST0244,CS046,B,4
ST0244,CS034,B,8
ST0244,CS020,A,6
ST0244,CS048,B,2
ST0244,CS002,B,8
ST0244,CS012,B,6
ST0245,CS002,A,6
ST0245,CS006,B,1
ST0245,CS043,A,4
ST0245,CS023,A,4
ST0245,CS032,B,6
ST0245,CS010,B,7
ST0245,CS047,B,2
ST0245,CS011,A,7
ST0245,CS035,B,5
ST0245,CS045,B,7
ST0245,CS000,B,5
ST0245,CS001,A,8
ST0245,CS020,B,8
ST0245,CS044,B,4
ST0245,CS012,B,1
ST0245,CS022,A,1
ST0245,CS033,A,2
ST0245,CS029,B,6
ST0245,CS040,B,1
ST0246,CS025,A,6
ST0246,CS039,B,6
ST0246,CS018,B,2
ST0246,CS017,B,8
ST0246,CS008,B,8
ST0246,CS049,A,8
ST0246,CS027,A,7
ST0246,CS006,A,4
ST0246,CS047,B,1
ST0246,CS044,A,3
ST0247,CS021,B,2
ST0247,CS048,B,3
ST0247,CS033,B,8
ST0247,CS028,A,5
ST0247,CS017,B,1
ST0247,CS029,B,7
ST0247,CS032,B,4
ST0247,CS044,B,4
ST0247,CS015,B,2
ST0247,CS016,B,3
ST0247,CS019,A,7
ST0247,CS037,B,5
ST0247,CS012,B,7
ST0247,CS038,B,5
ST0247,CS040,B,6
ST0247,CS005,B,7
ST0248,CS012,B,6
ST0248,CS003,B,7
ST0248,CS028,B,6
ST0248,CS008,B,8
ST0248,CS023,B,8
ST0248,CS034,B,1
ST0248,CS013,B,4
ST0248,CS020,B,4
ST0248,CS005,A,5
ST0248,CS018,B,3
ST0248,CS041,A,4
ST0248,CS000,A,8
ST0248,CS043,B,7
ST0248,CS039,B,8
ST0248,CS009,A,5
ST0248,CS027,B,4
ST0248,CS035,B,1
ST0249,CS032,B,8
ST0249,CS021,A,5
ST0249,CS009,A,1
ST0249,CS040,A,5
ST0249,CS020,B,2
ST0249,CS002,B,3
ST0249,CS029,A,4
ST0249,CS024,A,7
ST0249,CS016,A,5
ST0249,CS033,A,2
ST0249,CS046,A,1
ST0249,CS028,A,8
ST0249,CS015,A,1
ST0250,CS022,B,8
ST0250,CS032,B,4
ST0250,CS012,B,4
ST0250,CS008,B,1
ST0250,CS002,B,4
ST0250,CS028,B,2
ST0250,CS040,B,2
ST0250,CS006,A,1
ST0250,CS003,B,7
ST0250,CS000,B,8
ST0250,CS036,A,1
ST0250,CS034,A,8
ST0250,CS029,B,8
ST0250,CS043,A,6
ST0251,CS032,A,3
ST0251,CS029,A,6
ST0251,CS008,A,3
ST0251,CS000,B,7
ST0251,CS019,A,2
ST0251,CS018,A,7
ST0251,CS015,B,2
ST0251,CS040,A,5
ST0251,CS009,A,5
ST0251,CS022,A,6
ST0251,CS038,B,2
ST0251,CS042,B,5
ST0251,CS024,A,6
ST0251,CS002,B,6
ST0252,CS013,B,2
ST0252,CS037,B,5
ST0252,CS004,B,8
ST0252,CS017,B,6
ST0252,CS018,B,2
ST0252,CS047,B,1
ST0252,CS001,B,7
ST0252,CS000,B,2
ST0252,CS011,B,4
ST0252,CS035,B,3
ST0252,CS030,A,8
ST0252,CS015,B,6
ST0252,CS016,B,5
ST0252,CS010,B,6
ST0252,CS012,B,2
ST0252,CS028,B,6
ST0253,CS005,A,1
ST0253,CS013,B,4
ST0253,CS039,B,7
ST0253,CS032,B,7
ST0253,CS034,A,7
ST0253,CS048,B,7
ST0253,CS002,B,3
ST0253,CS040,B,4
ST0253,CS016,B,1
ST0253,CS045,A,3
ST0253,CS033,B,6
ST0254,CS008,A,8
ST0254,CS042,B,7
ST0254,CS035,B,8
ST0254,CS026,A,1
ST0254,CS045,B,2
ST0254,CS038,B,6
ST0254,CS031,B,6
ST0254,CS000,A,1
ST0254,CS001,B,5
ST0255,CS018,B,1
ST0255,CS023,A,8
ST0255,CS002,B,8
ST0255,CS040,B,1
ST0255,CS014,B,8
ST0255,CS022,A,4
ST0255,CS009,B,8
ST0255,CS029,B,6
ST0255,CS045,A,1
ST0256,CS010,B,4
ST0256,CS036,B,2
ST0256,CS047,B,1
ST0256,CS019,A,4
ST0256,CS026,B,7
ST0256,CS001,B,7
ST0256,CS032,B,7
ST0256,CS006,B,6
ST0256,CS020,B,1
ST0256,CS015,B,8
ST0256,CS035,B,3
ST0256,CS030,A,4
ST0256,CS008,B,8
ST0256,CS022,A,5
ST0256,CS039,B,6
ST0256,CS005,B,2
ST0256,CS014,B,3
ST0256,CS017,B,7
ST0257,CS038,B,8
ST0257,CS030,B,6
ST0257,CS007,B,2
ST0257,CS046,B,3
ST0257,CS011,B,1
ST0257,CS012,B,6
ST0257,CS004,B,5
ST0257,CS047,A,7
ST0257,CS033,B,3
ST0257,CS010,B,4
ST0257,CS032,A,4
ST0257,CS002,B,1
ST0257,CS023,A,2
ST0257,CS003,A,6
ST0258,CS033,A,5
ST0258,CS027,A,6
ST0258,CS044,A,4
ST0258,CS016,A,5
ST0258,CS011,B,7
ST0258,CS005,A,3
ST0258,CS017,A,3
ST0258,CS006,B,7
ST0258,CS041,A,1
ST0258,CS002,A,4
ST0258,CS040,B,6
ST0258,CS001,A,2
ST0258,CS022,A,5
ST0258,CS004,B,8
ST0258,CS023,B,4
ST0258,CS013,B,6
ST0258,CS014,B,1
ST0258,CS035,B,4
ST0258,CS026,A,6
ST0259,CS025,A,6
ST0259,CS037,B,2
ST0259,CS032,B,4
ST0259,CS008,A,3
ST0259,CS007,B,1
ST0259,CS011,B,2
ST0259,CS046,B,7
ST0259,CS010,B,5
ST0259,CS031,B,2
ST0259,CS023,A,2
ST0259,CS036,A,8
ST0259,CS006,A,8
ST0259,CS003,B,5
ST0259,CS004,B,3
ST0259,CS018,B,1
ST0259,CS021,A,4
ST0259,CS044,B,6
ST0260,CS035,A,4
ST0260,CS043,A,3
ST0260,CS046,A,2
ST0260,CS029,A,3
ST0260,CS005,A,2
ST0260,CS032,A,3
ST0261,CS006,B,4
ST0261,CS047,B,6
ST0261,CS044,B,6
ST0261,CS027,B,7
ST0261,CS039,B,6
ST0261,CS035,B,5
ST0261,CS017,B,3
ST0262,CS042,B,4
ST0262,CS006,A,3
ST0262,CS044,B,6
ST0262,CS016,B,3
ST0262,CS020,B,3
ST0262,CS031,B,2
ST0262,CS045,A,8
ST0262,CS036,A,2
ST0262,CS011,A,4
ST0262,CS033,B,8
ST0262,CS029,B,6
ST0262,CS047,A,7
ST0262,CS004,B,1
ST0262,CS013,B,7
ST0262,CS048,A,7
ST0263,CS032,B,2
ST0263,CS021,B,1
ST0263,CS018,B,6
ST0263,CS013,B,5
ST0263,CS008,A,6
ST0263,CS035,A,5
ST0263,CS016,A,6
ST0263,CS023,B,2
ST0263,CS048,B,4
ST0263,CS012,B,6
ST0263,CS000,A,6
ST0263,CS030,A,7
ST0263,CS019,A,5
ST0263,CS003,B,2
ST0264,CS003,A,5
ST0264,CS032,A,8
ST0264,CS031,B,2
ST0264,CS037,B,3
ST0264,CS034,A,3
ST0264,CS040,A,2
ST0264,CS021,A,6
ST0264,CS020,B,5
ST0264,CS008,A,8
ST0265,CS016,B,6
ST0265,CS029,B,3
ST0265,CS035,B,7
ST0265,CS004,B,2
ST0265,CS006,A,5
ST0265,CS043,B,4
ST0265,CS015,B,7
ST0265,CS039,B,3
ST0265,CS002,B,7
ST0265,CS014,A,6
ST0265,CS030,B,3
ST0265,CS005,A,3
ST0265,CS048,B,1
ST0265,CS018,A,6
ST0266,CS018,A,4
ST0266,CS027,A,6
ST0266,CS012,B,5
ST0266,CS048,B,5
ST0266,CS042,B,3
ST0266,CS015,B,5
ST0266,CS037,A,7
ST0266,CS044,B,5
ST0266,CS019,A,5
ST0266,CS028,A,7
ST0266,CS021,A,5
ST0266,CS038,A,5
ST0266,CS029,B,6
ST0266,CS023,A,6
ST0266,CS041,B,1
ST0266,CS000,A,8
ST0266,CS010,B,5
ST0266,CS008,B,1
ST0266,CS020,A,6
ST0267,CS002,A,5
ST0267,CS007,B,5
ST0267,CS018,B,6
ST0267,CS039,B,3
ST0267,CS013,A,3
ST0267,CS034,B,6
ST0267,CS031,B,2
ST0267,CS030,A,3
ST0267,CS033,B,7
ST0267,CS029,B,7
ST0267,CS038,B,4
ST0267,CS000,B,8
ST0267,CS028,A,3
ST0267,CS003,A,2
ST0267,CS010,B,3
ST0268,CS015,B,1
ST0268,CS002,A,6
ST0268,CS006,A,6
ST0268,CS007,B,1
ST0268,CS045,B,8
ST0268,CS021,A,3
ST0268,CS012,A,3
ST0268,CS044,A,5
ST0268,CS004,B,8
ST0268,CS032,A,8
ST0268,CS034,B,8
ST0268,CS029,B,4
ST0268,CS043,A,4
ST0268,CS047,A,6
ST0268,CS017,A,7
ST0268,CS027,A,8
ST0268,CS009,A,3
ST0268,CS000,A,7
ST0269,CS014,A,5
ST0269,CS022,B,6
ST0269,CS018,B,5
ST0269,CS039,B,7
ST0269,CS002,B,6
ST0269,CS037,A,5
ST0269,CS001,A,8
ST0269,CS040,A,7
ST0269,CS019,A,5
ST0269,CS012,A,5
ST0269,CS026,A,8
ST0269,CS044,B,2
ST0269,CS021,A,1
ST0269,CS005,B,3
ST0270,CS026,B,1
ST0270,CS003,A,2
ST0270,CS036,A,8
ST0270,CS049,B,5
ST0270,CS038,A,8
ST0270,CS025,A,6
ST0270,CS001,B,2
ST0270,CS019,A,1
ST0270,CS046,A,5
ST0270,CS002,A,1
ST0270,CS043,A,8
ST0271,CS032,B,4
ST0271,CS047,B,6
ST0271,CS005,B,4
ST0271,CS009,B,4
ST0271,CS040,A,8
ST0271,CS046,A,6
ST0272,CS010,A,6
ST0272,CS013,A,5
ST0272,CS012,B,8
ST0272,CS015,B,2
ST0272,CS003,A,1
ST0272,CS009,A,3
ST0272,CS001,A,4
ST0272,CS034,B,4
ST0272,CS005,A,7
ST0272,CS002,A,8
ST0272,CS026,A,4
ST0272,CS044,B,3
ST0272,CS033,B,5
ST0272,CS039,B,3
ST0272,CS022,A,3
ST0272,CS004,B,3
ST0272,CS021,A,8
ST0272,CS038,A,7
ST0272,CS040,A,6
ST0273,CS024,A,4
ST0273,CS020,B,6
ST0273,CS000,A,8
ST0273,CS010,B,2
ST0273,CS048,B,7
ST0273,CS030,A,3
ST0273,CS032,B,4
ST0273,CS045,B,3
ST0273,CS027,B,4
ST0273,CS022,B,1
ST0273,CS035,A,2
ST0274,CS047,A,4
ST0274,CS043,B,4
ST0274,CS015,A,2
ST0274,CS035,B,3
ST0274,CS036,A,3
ST0274,CS028,A,1
ST0274,CS000,B,8
ST0275,CS019,B,2
ST0275,CS049,B,5
ST0275,CS003,A,5
ST0275,CS009,B,5
ST0275,CS043,A,5
ST0275,CS044,A,5
ST0275,CS039,B,8
ST0275,CS012,B,8
ST0275,CS048,B,7
ST0275,CS005,B,6
ST0275,CS047,B,5
ST0275,CS035,B,8
ST0275,CS042,B,8
ST0275,CS004,B,8
ST0276,CS034,B,3
ST0276,CS029,B,8
ST0276,CS028,B,7
ST0276,CS046,A,6
ST0276,CS000,A,7
ST0276,CS021,A,3
ST0276,CS035,B,2
ST0276,CS002,A,1
ST0276,CS022,B,1
ST0276,CS017,A,3
ST0276,CS044,A,8
ST0276,CS020,B,4
ST0276,CS049,B,7
ST0276,CS013,B,7
ST0276,CS042,B,4
ST0276,CS009,B,5
ST0276,CS048,A,6
ST0277,CS047,B,1
ST0277,CS007,B,7
ST0277,CS042,B,8
ST0277,CS036,B,2
ST0277,CS001,B,3
ST0277,CS049,B,7
ST0277,CS002,A,4
ST0277,CS043,B,2
ST0277,CS024,A,6
ST0277,CS018,B,3
ST0277,CS034,A,8
ST0277,CS009,A,1
ST0277,CS013,B,4
ST0277,CS031,B,3
ST0277,CS000,B,7
ST0278,CS029,A,7
ST0278,CS022,A,1
ST0278,CS049,A,6
ST0278,CS027,A,2
ST0278,CS000,A,4
ST0278,CS019,A,2
ST0278,CS023,A,1
ST0278,CS006,A,5
ST0278,CS016,A,1
ST0278,CS032,A,7
ST0278,CS036,A,1
ST0278,CS046,A,4
ST0278,CS033,A,3
ST0278,CS003,A,3
ST0278,CS045,A,8
ST0278,CS014,A,7
ST0278,CS041,A,8
ST0278,CS024,A,3
ST0278,CS039,A,2
ST0279,CS049,B,2
ST0279,CS014,A,5
ST0279,CS005,A,8
ST0279,CS009,A,8
ST0279,CS035,A,2
ST0279,CS018,A,6
ST0279,CS003,A,5
ST0279,CS031,B,3
ST0279,CS040,A,4
ST0279,CS007,B,4
ST0279,CS015,A,8
ST0280,CS047,B,7
ST0280,CS018,A,2
ST0280,CS015,A,2
ST0280,CS016,A,6
ST0280,CS032,A,4
ST0280,CS013,A,8
ST0280,CS019,A,4
ST0280,CS011,A,1
ST0280,CS035,A,8
ST0280,CS037,A,6
ST0280,CS004,A,2
ST0280,CS048,B,8
ST0280,CS045,A,7
ST0280,CS044,B,1
ST0280,CS039,B,5
ST0281,CS040,B,6
ST0281,CS015,A,1
ST0281,CS048,B,6
ST0281,CS000,B,5
ST0281,CS003,B,3
ST0281,CS049,B,2
ST0281,CS017,B,7
ST0282,CS010,B,7
ST0282,CS027,A,7
ST0282,CS013,A,3
ST0282,CS036,B,1
ST0282,CS002,B,3
ST0282,CS014,A,2
ST0282,CS034,A,6
ST0282,CS006,A,3
ST0282,CS007,B,8
ST0282,CS025,A,8
ST0282,CS047,A,6
ST0282,CS003,B,7
ST0283,CS048,A,5
ST0283,CS023,A,1
ST0283,CS006,B,6
ST0283,CS038,B,7
ST0283,CS031,B,3
ST0283,CS047,A,8
ST0283,CS035,A,5
ST0283,CS033,A,5
ST0283,CS037,B,8
ST0284,CS029,A,3
ST0284,CS000,B,8
ST0284,CS006,B,6
ST0284,CS021,A,5
ST0284,CS019,B,3
ST0284,CS041,B,1
ST0284,CS047,B,8
ST0285,CS020,B,6
ST0285,CS048,B,8
ST0285,CS028,B,2
ST0285,CS049,B,6
ST0285,CS002,B,4
ST0285,CS004,B,6
ST0285,CS046,B,1
ST0285,CS039,A,1
ST0285,CS022,A,8
ST0285,CS044,B,7
ST0285,CS010,B,5
ST0285,CS027,B,3
ST0285,CS042,B,1
ST0286,CS026,B,6
ST0286,CS036,B,3
ST0286,CS013,A,1
ST0286,CS048,A,2
ST0286,CS001,A,6
ST0286,CS009,B,7
ST0286,CS000,A,3
ST0286,CS043,A,5
ST0287,CS026,A,5
ST0287,CS032,A,6
ST0287,CS021,A,3
ST0287,CS039,A,1
ST0287,CS028,A,6
ST0287,CS027,A,6
ST0287,CS003,A,5
ST0287,CS014,A,2
ST0287,CS007,A,3
ST0287,CS035,B,6
ST0287,CS037,A,2
ST0287,CS024,A,2
ST0288,CS003,A,8
ST0288,CS027,B,6
ST0288,CS010,B,6
ST0288,CS022,A,7
ST0288,CS007,A,1
ST0288,CS001,A,3
ST0288,CS031,A,3
ST0288,CS044,B,1
ST0288,CS026,A,6
ST0289,CS008,A,7
ST0289,CS003,A,1
ST0289,CS037,A,5
ST0289,CS043,A,1
ST0289,CS034,A,5
ST0290,CS015,A,5
ST0290,CS020,B,7
ST0290,CS049,B,3
ST0290,CS005,B,8
ST0290,CS008,A,8
ST0290,CS023,A,3
ST0290,CS034,B,4
ST0290,CS003,A,8
ST0291,CS001,A,4
ST0291,CS029,B,3
ST0291,CS021,B,1
ST0291,CS035,A,1
ST0291,CS019,B,1
ST0291,CS017,B,5
ST0291,CS004,B,3
ST0291,CS023,B,4
ST0291,CS032,B,8
ST0291,CS045,B,1
ST0291,CS027,A,8
ST0292,CS048,B,5
ST0292,CS029,A,4
ST0292,CS039,B,3
ST0292,CS032,A,1
ST0292,CS045,B,1
ST0292,CS009,B,8
ST0292,CS002,B,1
ST0292,CS041,B,8
ST0292,CS025,B,5
ST0292,CS046,B,3
ST0292,CS034,B,8
ST0292,CS033,B,2
ST0292,CS023,A,7
ST0292,CS007,B,3
ST0293,CS038,A,6
ST0293,CS012,B,4
ST0293,CS042,B,3
ST0293,CS029,B,3
ST0293,CS026,B,7
ST0293,CS034,A,4
ST0293,CS008,B,3
ST0294,CS000,A,7
ST0294,CS011,B,7
ST0294,CS038,A,8
ST0294,CS034,B,4
ST0294,CS049,A,1
ST0294,CS033,B,5
ST0294,CS015,B,4
ST0294,CS031,B,1
ST0294,CS035,B,6
ST0294,CS046,B,8
ST0294,CS024,B,6
ST0294,CS013,B,6
ST0294,CS028,B,7
ST0294,CS027,B,8
ST0294,CS007,A,2
ST0294,CS025,B,5
ST0294,CS018,B,7
ST0294,CS030,B,6
ST0295,CS038,B,2
ST0295,CS026,B,4
ST0295,CS004,B,2
ST0295,CS021,A,5
ST0295,CS047,B,5
ST0295,CS045,B,7
ST0295,CS034,B,3
ST0295,CS036,A,6
ST0295,CS009,A,7
ST0295,CS032,B,6
ST0295,CS042,A,2
ST0295,CS000,B,5
ST0296,CS048,B,2
ST0296,CS021,A,2
ST0296,CS029,A,8
ST0296,CS036,A,8
ST0296,CS023,B,4
ST0296,CS019,A,6
ST0296,CS007,B,4
ST0296,CS034,A,2
ST0296,CS024,A,6
ST0296,CS049,B,2
ST0297,CS042,B,3
ST0297,CS029,B,8
ST0297,CS014,B,7
ST0297,CS002,B,2
ST0297,CS049,B,6
ST0297,CS005,B,8
ST0297,CS011,B,3
ST0297,CS031,B,8
ST0297,CS044,B,8
ST0297,CS018,B,4
ST0297,CS037,B,1
ST0297,CS010,A,5
ST0297,CS047,B,1
ST0297,CS030,B,2
ST0297,CS001,B,3
ST0297,CS036,B,3
ST0297,CS007,B,3
ST0297,CS024,B,6
ST0298,CS000,A,3
ST0298,CS012,B,4
ST0298,CS007,A,4
ST0298,CS022,B,3
ST0298,CS020,A,7
ST0298,CS001,A,6
ST0298,CS019,A,5
ST0298,CS031,B,8
ST0298,CS006,A,7
ST0298,CS010,B,3
ST0298,CS025,A,2
ST0298,CS018,B,3
ST0298,CS039,B,2
ST0298,CS008,A,6
ST0298,CS009,A,6
ST0298,CS041,A,4
ST0299,CS005,B,2
ST0299,CS023,B,6
ST0299,CS036,B,4
ST0299,CS035,B,1
ST0299,CS019,A,5
ST0299,CS030,B,8
ST0299,CS006,B,3
ST0299,CS011,B,2
ST0299,CS014,A,5
ST0299,CS000,B,6
ST0300,CS016,B,8
ST0300,CS035,A,1
ST0300,CS030,A,6
ST0300,CS022,A,4
ST0300,CS007,B,8
ST0300,CS004,B,7
ST0301,CS025,B,3
ST0301,CS040,B,1
ST0301,CS010,B,1
ST0301,CS023,A,7
ST0301,CS016,A,6
ST0301,CS022,A,6
ST0301,CS014,B,3
ST0301,CS029,A,1
ST0301,CS006,B,8
ST0301,CS042,A,1
ST0301,CS012,A,1
ST0301,CS028,A,5
ST0301,CS020,B,4
ST0301,CS046,B,6
ST0301,CS017,B,4
ST0301,CS011,B,4
ST0302,CS027,B,8
ST0302,CS049,B,8
ST0302,CS043,B,6
ST0302,CS015,A,8
ST0302,CS039,B,3
ST0302,CS024,A,4
ST0302,CS045,B,1
ST0302,CS035,B,1
ST0302,CS041,B,6
ST0302,CS008,B,3
ST0302,CS042,A,7
ST0302,CS003,B,3
ST0302,CS036,A,4
ST0303,CS042,A,2
ST0303,CS018,B,6
ST0303,CS038,B,7
ST0303,CS037,A,8
ST0303,CS005,A,7
ST0303,CS014,A,2
ST0303,CS026,A,4
ST0303,CS020,B,6
ST0303,CS010,A,6
ST0304,CS001,B,1
ST0304,CS026,B,4
ST0304,CS043,B,1
ST0304,CS047,B,7
ST0304,CS044,B,6
ST0304,CS038,B,8
ST0304,CS049,B,8
ST0304,CS041,B,2
ST0304,CS020,B,2
ST0304,CS042,B,2
ST0304,CS018,B,3
ST0304,CS048,B,5
ST0304,CS040,B,2
ST0305,CS040,B,3
ST0305,CS008,A,5
ST0305,CS021,A,2
ST0305,CS000,B,3
ST0305,CS022,B,3
ST0305,CS001,B,6
ST0305,CS031,B,3
ST0305,CS032,B,5
ST0305,CS014,B,7
ST0305,CS049,B,6
ST0306,CS029,A,8
ST0306,CS046,B,6
ST0306,CS031,B,2
ST0306,CS018,B,5
ST0306,CS030,A,8
ST0306,CS017,A,5
ST0307,CS022,B,6
ST0307,CS044,B,8
ST0307,CS008,A,1
ST0307,CS039,B,7
ST0307,CS034,B,1
ST0307,CS045,B,3
ST0307,CS041,B,5
ST0307,CS003,A,1
ST0307,CS004,A,6
ST0307,CS024,A,5
ST0308,CS015,B,3
ST0308,CS019,A,6
ST0308,CS025,B,1
ST0308,CS031,B,1
ST0308,CS010,A,3
ST0308,CS009,A,8
ST0308,CS039,B,5
ST0308,CS042,B,3
ST0308,CS030,B,7
ST0309,CS011,B,7
ST0309,CS021,B,8
ST0309,CS005,A,7
ST0309,CS040,A,7
ST0309,CS031,B,5
ST0309,CS035,B,8
ST0309,CS038,A,4
ST0309,CS034,B,2
ST0309,CS008,B,7
ST0309,CS042,B,2
ST0309,CS033,B,7
ST0309,CS049,B,6
ST0309,CS012,B,3
ST0309,CS043,A,2
ST0309,CS039,B,7
ST0309,CS013,B,4
ST0310,CS022,A,2
ST0310,CS049,B,1
ST0310,CS006,B,4
ST0310,CS020,B,2
ST0310,CS036,A,1
ST0310,CS041,A,2
ST0310,CS021,A,1
ST0310,CS037,B,6
ST0311,CS034,A,7
ST0311,CS000,A,4
ST0311,CS042,B,8
ST0311,CS002,B,1
ST0311,CS003,A,5
ST0311,CS005,A,2
ST0311,CS032,A,1
ST0311,CS001,A,7
ST0311,CS031,B,7
ST0311,CS006,A,2
ST0311,CS040,B,1
ST0311,CS020,B,1
ST0311,CS016,B,5
ST0311,CS044,A,8
ST0311,CS010,A,8
ST0311,CS004,B,5
ST0311,CS046,A,1
ST0311,CS048,A,8
ST0311,CS015,B,8
ST0312,CS018,B,3
ST0312,CS045,B,6
ST0312,CS042,B,5
ST0312,CS049,B,1
ST0312,CS006,B,6
ST0312,CS036,B,7
ST0312,CS040,B,7
ST0312,CS043,B,1
ST0312,CS025,B,3
ST0312,CS013,B,2
ST0312,CS021,B,1
ST0312,CS048,B,5
ST0312,CS019,B,8
ST0312,CS030,B,2
ST0312,CS035,B,1
ST0312,CS014,B,4
ST0312,CS044,B,5
ST0312,CS004,B,6
ST0313,CS013,A,1
ST0313,CS036,A,5
ST0313,CS040,A,5
ST0313,CS034,A,3
ST0313,CS021,A,6
ST0313,CS044,A,6
ST0313,CS019,A,2
ST0313,CS038,B,3
ST0313,CS001,A,5
ST0313,CS018,A,4
ST0313,CS049,A,2
ST0313,CS020,A,7
ST0313,CS005,A,3
ST0313,CS033,B,3
ST0313,CS025,A,4
ST0313,CS000,A,1
ST0313,CS041,B,1
ST0313,CS010,B,2
ST0313,CS042,A,5
ST0314,CS042,B,4
ST0314,CS014,B,5
ST0314,CS026,B,8
ST0314,CS012,B,5
ST0314,CS010,B,5
ST0315,CS040,B,7
ST0315,CS032,B,7
ST0315,CS038,A,4
ST0315,CS022,A,8
ST0315,CS019,A,1
ST0315,CS008,B,6
ST0316,CS025,B,3
ST0316,CS042,A,3
ST0316,CS026,B,8
ST0316,CS003,A,5
ST0316,CS033,A,1
ST0316,CS049,B,5
ST0316,CS029,A,6
ST0317,CS023,B,1
ST0317,CS000,B,3
ST0317,CS044,B,1
ST0317,CS006,B,3
ST0317,CS016,A,1
ST0317,CS042,B,6
ST0317,CS037,A,3
ST0317,CS009,B,2
ST0317,CS017,B,7
ST0317,CS041,B,8
ST0317,CS018,B,1
ST0317,CS029,B,5
ST0317,CS011,B,7
ST0317,CS001,A,4
ST0318,CS026,B,3
ST0318,CS021,B,3
ST0318,CS034,A,1
ST0318,CS042,B,6
ST0318,CS028,B,8
ST0318,CS010,B,3
ST0319,CS044,A,8
ST0319,CS041,B,7
ST0319,CS008,A,2
ST0319,CS017,B,4
ST0319,CS040,B,4
ST0319,CS035,A,6
ST0319,CS023,B,6
ST0320,CS023,A,2
ST0320,CS015,A,7
ST0320,CS048,A,4
ST0320,CS026,A,7
ST0320,CS043,A,8
ST0320,CS034,B,7
ST0320,CS022,A,2
ST0320,CS000,A,5
ST0320,CS018,A,4
ST0320,CS024,A,1
ST0320,CS027,A,1
ST0320,CS045,A,6
ST0320,CS025,A,8
ST0320,CS016,A,7
